ANSP / Drexel ID,Neotoma Site ID,Site name,Neotoma Diatom Dataset Id,Neotoma Water Chemistry Dataset ID
15,24630,Oneida Lake,51530,43343
15,24631,Otter Lake,51531,43344
15,24632,Ozette Lake,51532,43345
15,24633,Pachaug Pond,51533,43346
15,24634,Palestine Lake (Ko.),51534,43347
15,24635,Palestine Lake (Un.),51535,43348
15,24636,Palmer Lake,51536,43349
15,24637,Payette Lake,51537,43350
15,24638,Pebble Lake,51539,43352
15,24639,Pelican Lake,51540,43353
15,24640,Pelican Lake (Cr),51541,43354
15,24641,Pere Marquette Lake,51542,43355
15,24642,Perkins Lake,51543,43356
15,24643,Phelps Lake,51544,43357
15,24644,Pickerel,51545,43358
15,24645,Pine Lake,51546,43359
15,24646,Pine Lake (Ke),51547,43360
15,24647,Pine Mountian Lake,51548,43361
15,24648,Plainfield Pond,51549,43362
15,24649,Pleasant Lake,51550,43363
15,24650,Pleasant Lake (Ox),51551,43364
15,24651,Plum Lake,51552,43365
15,24652,Price Lake,51553,43366
15,24653,Pushineer Pond,51554,43367
15,24654,Rat Lake,51555,43368
15,24655,Rath Lake,51556,43369
15,24656,Records Pond,51557,43370
15,24657,Red Deer Lake,51558,43371
15,24658,Red Mill Pond,51559,43372
15,24659,Red Rock,51560,43373
15,24660,Red Rock Lake,51561,43374
15,24661,Reedy Lake,51562,43375
15,24662,Rehfeldt Slough,51563,43376
15,24663,Rice Lake,51564,43377
15,24664,Richey Lake,51565,43378
15,24665,Robinson Lake,51567,43380
15,24666,Rock Lake,51568,43381
15,24667,Roderique Pond,51569,43382
15,24668,Roseland Lake,51570,43383
15,24669,Round Lake,51571,43384
15,24670,Round Lake (Po),51572,43385
15,24671,Round Lake (Va),51573,43386
15,24672,Round Lake (Ot),51574,43387
15,24673,Round Lake (Bo),51575,43388
15,24674,Round Lake (St),51576,43389
15,24675,Round Lake (Wh),51577,43390
15,24676,Round Valley Reservoir,51578,43391
15,24677,Rush Lake,51580,43393
15,24678,Sacheen Lake,51581,43394
15,24679,Saddle Lake,51582,43395
15,24680,Salmon Lake,51583,43396
15,24681,Schnur Lake,51585,43398
15,24682,School House Pond,51586,43399
15,24683,Sebasticook Lake,51587,43400
15,24684,Sheeler Lake,51588,43401
15,24685,Shell Lake,51589,43402
15,24686,Shepherd Lake,51590,43403
15,24687,Silver Lake Dover,51591,43404
15,24688,Singleton Pond,51592,43405
15,24689,Skinner Lake,51594,43407
15,24690,Sloans Lake,51596,43409
15,24691,Smith and Sayles Reservoir,51598,43411
15,24692,Smith Lake,51599,43412
15,24693,Smith Lake (Ga),51600,43413
15,24694,Snail Lake,51601,43414
15,24695,Soper Pond,51602,43415
15,24696,Sophie Lake,51603,43416
15,24697,South Banner Lake,51604,43417
15,24698,South Bay Lake Champlain,51605,43418
15,24699,South Chain Lake,51606,43419
15,24700,South Dry Wood Lake,51607,43420
15,24701,South Lake,51608,43421
15,24702,South Loon Lake,51609,43422
15,24703,South Twin Lake,51610,43423
15,24704,Sparks Lake,51611,43424
15,24705,Spring Lake,51613,43426
15,24706,Spring Lake (Ru),51614,43427
15,24707,Spring Lake (Ca),51615,43428
15,24708,Spring Lake (Ka),51616,43429
15,24709,Spring Lake (Ha),51617,43430
15,24710,Sprinq Lake,51618,43431
15,24711,Squaw Lake,51619,43432
15,24712,Squaw Lakes,51620,43433
15,24713,Starlight Lake,51621,43434
15,24714,Steverson Lake,51622,43435
15,24715,Stoner Lake,51623,43436
15,24716,Straight Lake,51624,43437
15,24717,Strakis Lake,51625,43438
15,24718,Strawberry Lake,51626,43439
15,24719,Stump Pond,51627,43440
15,24720,Sullivan Lake,51628,43440
15,24721,Swamp,51629,43441
15,24722,Swan Lake,51630,43442
15,24723,Swan Lake (Di),51631,43443
15,24724,Sy Lake,51632,43444
15,24725,Tallman Lake,51633,43445
15,24726,Tamarack Lake,51634,43446
15,24727,Thornapple Lake,51635,43447
15,24728,Tichigan Lake,51637,43449
15,24729,Tilden Pond,51638,43450
15,24730,Tims Lake,51639,43451
15,24731,Tioga Dam,51640,43452
15,24732,Tippecanoe Lake,51641,43453
15,24733,Tomhegan Pond,51642,43454
15,24734,Topaz Lake,51643,43455
15,24735,Torrey Lake,51644,43456
15,24736,Trail Lake,51645,43457
15,24737,Trappers Lake,51646,43458
15,24738,Trout Lake,51647,43459
15,24739,Trout Pond,51648,43460
15,24740,Turtlefoot Lake,51649,43461
15,24741,Turtlehead Pond,51650,43462
15,24742,Twin Lakes,51651,43463
15,24743,U Lake,51653,43465
15,24744,Union Pond,51654,43466
15,24745,Union Reservoir,51655,43467
15,24746,Unknown,51656,43468
15,24747,Unnamed Lake,51657,43469
15,24748,Unnamed Lake (Sh),51658,43470
15,24749,Unnamed Lake (St),51659,43471
15,24750,Upper Dinwoody Lake,51661,43473
15,24751,Upper Hatch,51662,43474
15,24752,Upper Pond,51664,43476
15,24753,Upper Sakatah Lake,51665,43477
15,24754,Upper Scott,51666,43478
15,24755,Van Patten Lake,51667,43479
15,24756,Vesper Lake,51668,43480
15,24757,Voydatch Pond,51669,43481
15,24758,Waldo Lake,51670,43482
15,24759,Waldron Lake,51671,43483
15,24760,Walker Lake,51672,43484
15,24761,Wallace Pond,51674,43486
15,24762,Wallum Lake,51675,43487
15,24763,Wapato,51676,43488
15,24764,Wapogasset Lake,51677,43489
15,24765,Warner Lake,51678,43490
15,24766,Watts Lake,51679,43491
15,24767,Welsh Lake,51680,43492
15,24768,West Lake,51682,43494
15,24769,West Leaf Lake,51683,43495
15,24771,Whitefish Lake,51685,43497
15,24772,Whitewater Lake,51686,43498
15,24773,Willard Pond,51687,43499
15,24774,Willow Lake,51688,43500
15,24775,Winnisquam Lake,51689,43501
15,24776,Winters Creek Lake,51690,43502
15,24777,Wononpakook Lake,51691,43503
15,24778,Wood Lake,51692,43504
15,24779,Wyckoff Lake,51693,43505
15,24780,Yawgoo Pond,51694,43506
15,24805,Island Lake (GA),50280,43551
15,24806,Island Lake (CA),50281,43552
15,24807,Island Pond (AR),50282,43553
15,24808,Island Pond (ES),50284,43554
15,24810,Unnamed (Stut),51700,43558
15,24811,NLA-DIAT06608-0259,51703,43559
15,24812,NLA-DIAT06608-0302,51704,43560
15,24813,NLA-DIAT06608-0339,51705,43561
15,24814,NLA-DIAT06608-0407,51707,43562
15,24815,NLA-DIAT06608-0414,51708,43563
15,24816,NLA-DIAT06608-0439,51709,43564
15,24817,NLA-DIAT06608-0442,51712,43565
15,24819,NLA-DIAT06608-0608,51714,43569
15,24821,NLA-DIAT06608-0663,51715,43567
15,24823,NLA-DIAT06608-0899,51716,43571
15,24824,NLA-DIAT06608-0915,51717,43572
15,24826,NLA-DIAT06608-1086,51719,43574
15,24829,NLA-DIAT06608-1155,51720,43577
15,24830,NLA-DIAT06608-1575,51721,43578
15,24833,NLA-DIAT06608-1735,51723,43581
15,27895,Thornburg Lake,51636,43448
15,,Chapman Pond,40143,42966
15,,Chase Lake,40144,42967
15,,Cheeseboro Lake,40145,42968
15,,Clark Co. Lake,40146,
15,,Clark Lake,40147,42969
15,,Clear Lake,40148,42970
15,,Clearwater Lake,40149,42971
15,,Concord Pond,40150,42972
15,,Cottonwood,40151,42973
15,,Cottonwood Lake,40152,42974
15,,Coursey Pond,40152,42975
15,,Cranberry,40153,42976
15,,Crescent Lake,40154,42977
15,,Crooked Lake,40155,42978
15,,Crooked Pond,40156,42979
15,,Crow Wing,40157,42980
15,,Crystal Lake,40158,42981
15,,Cusky Pond,40159,42982
38,28702,Ash Lake,53603,53643
38,28703,Atthilu Lake,53604,53644
38,28704,Axe Lake,53605,53645
38,28705,Blanchard Lake,53606,53646
38,28706,Cub Lake,53607,53647
38,28707,Decourcy Lake,53608,53648
38,28708,Emerald Lake,53609,53649
38,28709,Equisetum,53610,53650
38,28710,Fox Point,53611,53651
38,28711,Grayling Lake,53612,53652
38,28712,Hungry,53613,53653
38,28713,Jenny Lake,53614,53654
38,28714,Lake K801,53615,53655
38,28715,Lake K805,53616,53656
38,28716,Lake K819,53617,53657
38,28717,Keyhole Lake,53618,53658
38,28718,Lake KL1,53619,53659
38,28719,Kusawak Lake,53620,53660
38,28720,L1,53621,53661
38,28721,L2,53622,53662
38,28722,Little Hungry Lake,53623,53663
38,28723,Long Lake,53624,53664
38,28724,Otter Falls Lake,53625,53665
38,28725,Patrick Lake,53626,53666
38,28726,PC,53627,53667
38,28727,Louise Lake,53628,53668
38,28728,Pickhandle Lake,53629,53669
38,28729,Pine Lake,53630,53670
38,28730,Rat Lake,53631,53671
38,28731,Small Lake,53632,53672
38,28732,St Elias,53633,53673
38,28733,Stella Lake,53634,53674
38,2522,Sulphur Lake,53635,53675
38,28734,Teapot Lake,53636,53676
38,28735,Three Guardsmen Lake,53637,53677
38,28736,Trout Lake,53638,53678
38,28737,West Twin Lake,53639,53679
38,28738,WHA,53640,53680
38,28739,Wolverine Lake,53641,53681
38,28740,YF,53642,53682
